0.200000 0.020000 9 -0.0557711
0.200000 0.020000 10 -0.0753542
0.200000 0.030000 1 -5.23514e-05
0.200000 0.030000 2 -0.000348902
0.200000 0.030000 3 -0.00159094
0.200000 0.030000 4 -0.00501247
0.200000 0.030000 5 -0.0103961
0.200000 0.030000 6 -0.0178133
0.200000 0.030000 7 -0.0277652
0.200000 0.030000 8 -0.0407346
0.200000 0.030000 9 -0.0572132
0.200000 0.030000 10 -0.0769262
0.200000 0.040000 1 -5.06815e-05
0.200000 0.040000 2 -0.000401608
0.200000 0.040000 3 -0.00183438
0.200000 0.040000 4 -0.00535272
0.200000 0.040000 5 -0.0107742
0.200000 0.040000 6 -0.0189745
0.200000 0.040000 7 -0.0293073
0.200000 0.040000 8 -0.0432149
0.200000 0.040000 9 -0.0610841
0.200000 0.040000 10 -0.0804169
0.200000 0.050000 1 -6.08765e-05
0.200000 0.050000 2 -0.000441374
0.200000 0.050000 3 -0.00215185
0.200000 0.050000 4 -0.0057869
0.200000 0.050000 5 -0.0121257
0.200000 0.050000 6 -0.0206342
0.200000 0.050000 7 -0.0313805
0.200000 0.050000 8 -0.0462034
0.200000 0.050000 9 -0.0643168
0.200000 0.050000 10 -0.0872921
0.300000 0.010000 1 -3.71236e-05
0.300000 0.010000 2 -0.000329015
0.300000 0.010000 3 -0.0014943
0.300000 0.010000 4 -0.00472078
0.300000 0.010000 5 -0.00982276
0.300000 0.010000 6 -0.0169751
0.300000 0.010000 7 -0.0265607
0.300000 0.010000 8 -0.0389221
0.300000 0.010000 9 -0.0546335
0.300000 0.010000 10 -0.0737521
0.300000 0.020000 1 -4.61091e-05
0.300000 0.020000 2 -0.000354764
0.300000 0.020000 3 -0.00161857
0.300000 0.020000 4 -0.00501163
0.300000 0.020000 5 -0.0103533
0.300000 0.020000 6 -0.0176953
0.300000 0.020000 7 -0.0277405
0.300000 0.020000 8 -0.0412013
0.300000 0.020000 9 -0.0571516
0.300000 0.020000 10 -0.0774304
0.300000 0.030000 1 -5.25508e-05
0.300000 0.030000 2 -0.000436053
0.300000 0.030000 3 -0.00195161
0.300000 0.030000 4 -0.00568473
0.300000 0.030000 5 -0.0113371
0.300000 0.030000 6 -0.0195802
0.300000 0.030000 7 -0.0305108
0.300000 0.030000 8 -0.0438816
0.300000 0.030000 9 -0.0625393
0.300000 0.030000 10 -0.0841347
0.300000 0.040000 1 -7.80384e-05
0.300000 0.040000 2 -0.000516514
0.300000 0.040000 3 -0.00211041
0.300000 0.040000 4 -0.00607845
0.300000 0.040000 5 -0.0123911
0.300000 0.040000 6 -0.0209148
0.300000 0.040000 7 -0.0330403
0.300000 0.040000 8 -0.0481875
0.300000 0.040000 9 -0.0673059
0.300000 0.040000 10 -0.0912911
0.300000 0.050000 1 -0.000112576
0.300000 0.050000 2 -0.000583335
0.300000 0.050000 3 -0.00220319
0.300000 0.050000 4 -0.0064866
0.300000 0.050000 5 -0.0133442
0.300000 0.050000 6 -0.0219777
0.300000 0.050000 7 -0.0345307
0.300000 0.050000 8 -0.0516138
0.300000 0.050000 9 -0.0715067
0.300000 0.050000 10 -0.093796
0.400000 0.010000 1 -4.08581e-05
0.400000 0.010000 2 -0.000334632
0.400000 0.010000 3 -0.00155664
0.400000 0.010000 4 -0.00483807
0.400000 0.010000 5 -0.0100394
0.400000 0.010000 6 -0.017187
0.400000 0.010000 7 -0.0271747
0.400000 0.010000 8 -0.0397698
0.400000 0.010000 9 -0.0557519
0.400000 0.010000 10 -0.0750716
0.400000 0.020000 1 -5.3325e-05
0.400000 0.020000 2 -0.000406651
0.400000 0.020000 3 -0.00181134
0.400000 0.020000 4 -0.00542491
0.400000 0.020000 5 -0.0109078
0.400000 0.020000 6 -0.0188037
0.400000 0.020000 7 -0.0295899
0.400000 0.020000 8 -0.0436636
0.400000 0.020000 9 -0.060484
0.400000 0.020000 10 -0.0820043
0.400000 0.030000 1 -8.10012e-05
0.400000 0.030000 2 -0.000514947
0.400000 0.030000 3 -0.00237083
0.400000 0.030000 4 -0.00603907
0.400000 0.030000 5 -0.0124361
0.400000 0.030000 6 -0.0211333
0.400000 0.030000 7 -0.0331136
0.400000 0.030000 8 -0.0477473
0.400000 0.030000 9 -0.0680821
0.400000 0.030000 10 -0.0908659
0.400000 0.040000 1 -0.000110738
0.400000 0.040000 2 -0.000595832
0.400000 0.040000 3 -0.002731
0.400000 0.040000 4 -0.00666795
0.400000 0.040000 5 -0.013173
0.400000 0.040000 6 -0.0231087
0.400000 0.040000 7 -0.0356669
0.400000 0.040000 8 -0.052706
0.400000 0.040000 9 -0.071327
0.400000 0.040000 10 -0.0961727
0.400000 0.050000 1 -0.00015108
0.400000 0.050000 2 -0.000817427
0.400000 0.050000 3 -0.00266745
0.400000 0.050000 4 -0.00736551
0.400000 0.050000 5 -0.0146912
0.400000 0.050000 6 -0.0264345
0.400000 0.050000 7 -0.0396886
0.400000 0.050000 8 -0.057696
0.400000 0.050000 9 -0.0790192
0.400000 0.050000 10 -0.0990164
0.500000 0.010000 1 -4.38236e-05
0.500000 0.010000 2 -0.000353839
0.500000 0.010000 3 -0.00160332
0.500000 0.010000 4 -0.00494503
0.500000 0.010000 5 -0.010191
0.500000 0.010000 6 -0.0175185
0.500000 0.010000 7 -0.027444
0.500000 0.010000 8 -0.0404583
0.500000 0.010000 9 -0.0564613
0.500000 0.010000 10 -0.0763532
0.500000 0.020000 1 -6.11492e-05
0.500000 0.020000 2 -0.000439555
0.500000 0.020000 3 -0.00196503
0.500000 0.020000 4 -0.00581961
0.500000 0.020000 5 -0.0117577
0.500000 0.020000 6 -0.0208287
0.500000 0.020000 7 -0.0307242
0.500000 0.020000 8 -0.0470896
0.500000 0.020000 9 -0.0647984
0.500000 0.020000 10 -0.0864201
0.500000 0.030000 1 -9.02316e-05
0.500000 0.030000 2 -0.000562805
0.500000 0.030000 3 -0.00243733
0.500000 0.030000 4 -0.00656606
0.500000 0.030000 5 -0.013024
0.500000 0.030000 6 -0.0222046
0.500000 0.030000 7 -0.034537
0.500000 0.030000 8 -0.0510363
0.500000 0.030000 9 -0.0716779
0.500000 0.030000 10 -0.0941731
0.500000 0.040000 1 -0.00014447
0.500000 0.040000 2 -0.00069978
0.500000 0.040000 3 -0.00275408
0.500000 0.040000 4 -0.00753237
0.500000 0.040000 5 -0.0146526
0.500000 0.040000 6 -0.0247316
0.500000 0.040000 7 -0.0388526
0.500000 0.040000 8 -0.0569235
0.500000 0.040000 9 -0.0787463
0.500000 0.040000 10 -0.10153
0.500000 0.050000 1 -0.000168181
0.500000 0.050000 2 -0.000868315
0.500000 0.050000 3 -0.00343566
0.500000 0.050000 4 -0.00823466
0.500000 0.050000 5 -0.0164562
0.500000 0.050000 6 -0.027775
0.500000 0.050000 7 -0.0421676
0.500000 0.050000 8 -0.0615919
0.500000 0.050000 9 -0.0842749
0.500000 0.050000 10 -0.102236
0.600000 0.010000 1 -4.15348e-05
0.600000 0.010000 2 -0.00035738
0.600000 0.010000 3 -0.00158007
0.600000 0.010000 4 -0.0050519
0.600000 0.010000 5 -0.0102607
0.600000 0.010000 6 -0.017853
0.600000 0.010000 7 -0.0278118
0.600000 0.010000 8 -0.040641
0.600000 0.010000 9 -0.0568577
0.600000 0.010000 10 -0.0770025
0.600000 0.020000 1 -6.59115e-05
0.600000 0.020000 2 -0.000512793
0.600000 0.020000 3 -0.00211088
0.600000 0.020000 4 -0.00607956
0.600000 0.020000 5 -0.0124233
0.600000 0.020000 6 -0.0214277
0.600000 0.020000 7 -0.0325334
0.600000 0.020000 8 -0.0484457
0.600000 0.020000 9 -0.0682348
0.600000 0.020000 10 -0.0916654
0.600000 0.030000 1 -0.000125443
0.600000 0.030000 2 -0.000670352
0.600000 0.030000 3 -0.00278604
0.600000 0.030000 4 -0.00716392
0.600000 0.030000 5 -0.0143459
0.600000 0.030000 6 -0.0239967
0.600000 0.030000 7 -0.0377414
0.600000 0.030000 8 -0.0536994
0.600000 0.030000 9 -0.0756747
0.600000 0.030000 10 -0.0974416
0.600000 0.040000 1 -0.000171376
0.600000 0.040000 2 -0.000870588
0.600000 0.040000 3 -0.0029001
0.600000 0.040000 4 -0.00825072
0.600000 0.040000 5 -0.0162965
0.600000 0.040000 6 -0.0267991
0.600000 0.040000 7 -0.0416504
0.600000 0.040000 8 -0.0609121
0.600000 0.040000 9 -0.0830641
0.600000 0.040000 10 -0.103179
0.600000 0.050000 1 -0.000183136
0.600000 0.050000 2 -0.00111234
0.600000 0.050000 3 -0.00469636
0.600000 0.050000 4 -0.00984069
0.600000 0.050000 5 -0.0186697
0.600000 0.050000 6 -0.0300507
0.600000 0.050000 7 -0.0454182
0.600000 0.050000 8 -0.0661231
0.600000 0.050000 9 -0.0874554
0.600000 0.050000 10 -0.100792
0.700000 0.010000 1 -4.38631e-05
0.700000 0.010000 2 -0.000366159
0.700000 0.010000 3 -0.00179202
0.700000 0.010000 4 -0.00512397
0.700000 0.010000 5 -0.0104728
0.700000 0.010000 6 -0.0181725
0.700000 0.010000 7 -0.0283004
0.700000 0.010000 8 -0.0415098
0.700000 0.010000 9 -0.0582497
0.700000 0.010000 10 -0.0789777
0.700000 0.020000 1 -8.40626e-05
0.700000 0.020000 2 -0.000557196
0.700000 0.020000 3 -0.00263787
0.700000 0.020000 4 -0.00667639
0.700000 0.020000 5 -0.013102
0.700000 0.020000 6 -0.0221757
0.700000 0.020000 7 -0.0347781
0.700000 0.020000 8 -0.0498097
0.700000 0.020000 9 -0.0687365
0.700000 0.020000 10 -0.0920842
0.700000 0.030000 1 -0.000136933
0.700000 0.030000 2 -0.000813457
0.700000 0.030000 3 -0.00359048
0.700000 0.030000 4 -0.00783748
0.700000 0.030000 5 -0.0150942
0.700000 0.030000 6 -0.0268502
0.700000 0.030000 7 -0.039885
0.700000 0.030000 8 -0.0578387
0.700000 0.030000 9 -0.0786215
0.700000 0.030000 10 -0.100707
0.700000 0.040000 1 -0.000196589
0.700000 0.040000 2 -0.00110489
0.700000 0.040000 3 -0.00361724
0.700000 0.040000 4 -0.0091035
0.700000 0.040000 5 -0.0181562
0.700000 0.040000 6 -0.0288148
0.700000 0.040000 7 -0.0446027
0.700000 0.040000 8 -0.0638921
0.700000 0.040000 9 -0.0871296
0.700000 0.040000 10 -0.10156
0.700000 0.050000 1 -0.000378369
0.700000 0.050000 2 -0.00180974
0.700000 0.050000 3 -0.00449973
0.700000 0.050000 4 -0.0102022
0.700000 0.050000 5 -0.0208263
0.700000 0.050000 6 -0.0329067
0.700000 0.050000 7 -0.0498307
0.700000 0.050000 8 -0.0704106
0.700000 0.050000 9 -0.0906455
0.700000 0.050000 10 -0.0964957
0.800000 0.010000 1 -5.11837e-05
0.800000 0.010000 2 -0.000425034
0.800000 0.010000 3 -0.00179843
0.800000 0.010000 4 -0.00539646
0.800000 0.010000 5 -0.0111078
0.800000 0.010000 6 -0.0187013
0.800000 0.010000 7 -0.0296646
0.800000 0.010000 8 -0.0434268
0.800000 0.010000 9 -0.0596452
0.800000 0.010000 10 -0.0807174
0.800000 0.020000 1 -8.29994e-05
0.800000 0.020000 2 -0.00066701
0.800000 0.020000 3 -0.00233188
0.800000 0.020000 4 -0.0066096
0.800000 0.020000 5 -0.0135054
0.800000 0.020000 6 -0.0229304
0.800000 0.020000 7 -0.0354992
0.800000 0.020000 8 -0.0508423
0.800000 0.020000 9 -0.0738182
0.800000 0.020000 10 -0.0959384
0.800000 0.030000 1 -0.000195766
0.800000 0.030000 2 -0.000916614
0.800000 0.030000 3 -0.00316601
0.800000 0.030000 4 -0.00886494
0.800000 0.030000 5 -0.0167393
0.800000 0.030000 6 -0.0273044
0.800000 0.030000 7 -0.0424992
0.800000 0.030000 8 -0.0619272
0.800000 0.030000 9 -0.0833747
0.800000 0.030000 10 -0.10182
0.800000 0.040000 1 -0.0002627
0.800000 0.040000 2 -0.00146986
0.800000 0.040000 3 -0.0036757
0.800000 0.040000 4 -0.00976423
0.800000 0.040000 5 -0.0190778
0.800000 0.040000 6 -0.0337944
0.800000 0.040000 7 -0.0463669
0.800000 0.040000 8 -0.068092
0.800000 0.040000 9 -0.0881053
0.800000 0.040000 10 -0.0989194
0.800000 0.050000 1 -0.000328539
0.800000 0.050000 2 -0.00165552
0.800000 0.050000 3 -0.0049994
0.800000 0.050000 4 -0.0128916
0.800000 0.050000 5 -0.0217129
0.800000 0.050000 6 -0.0343006
0.800000 0.050000 7 -0.0511455
0.800000 0.050000 8 -0.0736623
0.800000 0.050000 9 -0.0910084
0.800000 0.050000 10 -0.0916078
0.900000 0.010000 1 -4.79305e-05
0.900000 0.010000 2 -0.000430317
0.900000 0.010000 3 -0.00191407
0.900000 0.010000 4 -0.00569097
0.900000 0.010000 5 -0.0112963
0.900000 0.010000 6 -0.0194119
0.900000 0.010000 7 -0.0301827
0.900000 0.010000 8 -0.044724
0.900000 0.010000 9 -0.064874
0.900000 0.010000 10 -0.0847729
0.900000 0.020000 1 -0.000124947
0.900000 0.020000 2 -0.000706204
0.900000 0.020000 3 -0.00246405
0.900000 0.020000 4 -0.00698883
0.900000 0.020000 5 -0.0144348
0.900000 0.020000 6 -0.024142
0.900000 0.020000 7 -0.0371503
0.900000 0.020000 8 -0.0554672
0.900000 0.020000 9 -0.0750249
0.900000 0.020000 10 -0.0985666
0.900000 0.030000 1 -0.000271581
0.900000 0.030000 2 -0.000961043
0.900000 0.030000 3 -0.00352764
0.900000 0.030000 4 -0.00882494
0.900000 0.030000 5 -0.0164064
0.900000 0.030000 6 -0.0283761
0.900000 0.030000 7 -0.0435253
0.900000 0.030000 8 -0.0646255
0.900000 0.030000 9 -0.0861908
0.900000 0.030000 10 -0.102854
0.900000 0.040000 1 -0.00032988
0.900000 0.040000 2 -0.00133895
0.900000 0.040000 3 -0.00386678
0.900000 0.040000 4 -0.0112096
0.900000 0.040000 5 -0.0232093
0.900000 0.040000 6 -0.0336207
0.900000 0.040000 7 -0.0508274
0.900000 0.040000 8 -0.070852
0.900000 0.040000 9 -0.0909957
0.900000 0.040000 10 -0.097111
0.900000 0.050000 1 -0.000392152
0.900000 0.050000 2 -0.00229997
0.900000 0.050000 3 -0.00704866
0.900000 0.050000 4 -0.0127302
0.900000 0.050000 5 -0.0235746
0.900000 0.050000 6 -0.0379556
0.900000 0.050000 7 -0.0557654
0.900000 0.050000 8 -0.0752431
0.900000 0.050000 9 -0.0896445
0.900000 0.050000 10 -0.08708
1.000000 0.010000 1 -6.97773e-05
1.000000 0.010000 2 -0.000479425
1.000000 0.010000 3 -0.00197504
1.000000 0.010000 4 -0.00573037
1.000000 0.010000 5 -0.0116779
1.000000 0.010000 6 -0.0205074
1.000000 0.010000 7 -0.0314859
1.000000 0.010000 8 -0.046251
1.000000 0.010000 9 -0.0645607
1.000000 0.010000 10 -0.0855221
1.000000 0.020000 1 -0.000112653
1.000000 0.020000 2 -0.00079601
1.000000 0.020000 3 -0.00273752
1.000000 0.020000 4 -0.00743164
1.000000 0.020000 5 -0.0166545
1.000000 0.020000 6 -0.0262018
1.000000 0.020000 7 -0.0394103
1.000000 0.020000 8 -0.0573418
1.000000 0.020000 9 -0.0788228
1.000000 0.020000 10 -0.100919
1.000000 0.030000 1 -0.00018359
1.000000 0.030000 2 -0.0014027
1.000000 0.030000 3 -0.00330074
1.000000 0.030000 4 -0.00941877
1.000000 0.030000 5 -0.0180918
1.000000 0.030000 6 -0.0311358
1.000000 0.030000 7 -0.0464395
1.000000 0.030000 8 -0.0669638
1.000000 0.030000 9 -0.087055
1.000000 0.030000 10 -0.101126
1.000000 0.040000 1 -0.000457776
1.000000 0.040000 2 -0.00198395
1.000000 0.040000 3 -0.00530642
1.000000 0.040000 4 -0.0130405
1.000000 0.040000 5 -0.0221036
1.000000 0.040000 6 -0.0354348
1.000000 0.040000 7 -0.0520029
1.000000 0.040000 8 -0.0725853
1.000000 0.040000 9 -0.0911781
1.000000 0.040000 10 -0.0919291
1.000000 0.050000 1 -0.000455735
1.000000 0.050000 2 -0.00301975
1.000000 0.050000 3 -0.00765411
1.000000 0.050000 4 -0.0142563
1.000000 0.050000 5 -0.0241963
1.000000 0.050000 6 -0.0386023
1.000000 0.050000 7 -0.057687
1.000000 0.050000 8 -0.0771337
1.000000 0.050000 9 -0.0886014
1.000000 0.050000 10 -0.0816373
